year,genus,species,weight,plot_type
1977,Dipodomys,merriami,45,Rodent Exclosure
1977,Dipodomys,spectabilis,NA,Rodent Exclosure
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,ordii,41,Control
1977,Dipodomys,merriami,41,Control
1977,Dipodomys,spectabilis,NA,Control
1977,Dipodomys,merriami,39,Control
1977,Dipodomys,spectabilis,NA,Rodent Exclosure
1977,Dipodomys,merriami,25,Rodent Exclosure
1977,Dipodomys,merriami,45,Control
1977,Dipodomys,merriami,36,Control
1977,Dipodomys,merriami,40,Short-term Krat Exclosure
1977,Dipodomys,merriami,44,Short-term Krat Exclosure
1977,Dipodomys,merriami,47,Control
1977,Dipodomys,merriami,40,Spectab exclosure
1977,Dipodomys,merriami,44,Control
1977,Dipodomys,ordii,44,Spectab exclosure
1977,Dipodomys,spectabilis,117,Spectab exclosure
1977,Dipodomys,merriami,40,Short-term Krat Exclosure
1977,Dipodomys,merriami,39,Short-term Krat Exclosure
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,121,Spectab exclosure
1977,Dipodomys,merriami,46,Spectab exclosure
1977,Dipodomys,merriami,35,Spectab exclosure
1977,Dipodomys,spectabilis,115,Short-term Krat Exclosure
1977,Dipodomys,merriami,39,Short-term Krat Exclosure
1977,Dipodomys,merriami,40,Spectab exclosure
1977,Dipodomys,merriami,40,Short-term Krat Exclosure
1977,Dipodomys,merriami,35,Control
1977,Dipodomys,merriami,36,Short-term Krat Exclosure
1977,Dipodomys,merriami,44,Short-term Krat Exclosure
1977,Dipodomys,spectabilis,120,Spectab exclosure
1977,Dipodomys,ordii,48,Spectab exclosure
1977,Dipodomys,merriami,44,Control
1977,Dipodomys,merriami,38,Control
1977,Dipodomys,spectabilis,118,Control
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,126,Control
1977,Dipodomys,merriami,37,Control
1977,Dipodomys,spectabilis,132,Control
1977,Dipodomys,merriami,39,Control
1977,Dipodomys,spectabilis,113,Control
1977,Dipodomys,spectabilis,122,Control
1977,Dipodomys,spectabilis,107,Control
1977,Dipodomys,merriami,43,Control
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,115,Control
1977,Dipodomys,merriami,39,Control
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,NA,Control
1977,Dipodomys,spectabilis,116,Rodent Exclosure
1977,Dipodomys,merriami,38,Control
1977,Dipodomys,spectabilis,137,Rodent Exclosure
1977,Dipodomys,merriami,42,Rodent Exclosure
1977,Dipodomys,spectabilis,126,Rodent Exclosure
1977,Dipodomys,spectabilis,112,Control
1977,Dipodomys,ordii,39,Control
1977,Dipodomys,merriami,41,Rodent Exclosure
1977,Dipodomys,merriami,48,Short-term Krat Exclosure
1977,Dipodomys,spectabilis,121,Spectab exclosure
1977,Dipodomys,merriami,42,Control
1977,Dipodomys,merriami,42,Short-term Krat Exclosure
1977,Dipodomys,merriami,52,Control
1977,Dipodomys,merriami,38,Short-term Krat Exclosure
1977,Dipodomys,merriami,45,Control
1977,Dipodomys,merriami,37,Control
1977,Dipodomys,ordii,40,Spectab exclosure
1977,Dipodomys,merriami,38,Spectab exclosure
1977,Dipodomys,merriami,44,Spectab exclosure
1977,Dipodomys,merriami,33,Short-term Krat Exclosure
1977,Dipodomys,merriami,38,Short-term Krat Exclosure
1977,Dipodomys,merriami,47,Control
1977,Dipodomys,merriami,39,Short-term Krat Exclosure
1977,Dipodomys,merriami,42,Short-term Krat Exclosure
1977,Dipodomys,merriami,36,Short-term Krat Exclosure
1977,Dipodomys,merriami,44,Short-term Krat Exclosure
1977,Dipodomys,spectabilis,116,Short-term Krat Exclosure
1977,Dipodomys,merriami,43,Control
1977,Dipodomys,ordii,45,Spectab exclosure
1977,Dipodomys,spectabilis,116,Spectab exclosure
1977,Dipodomys,merriami,42,Spectab exclosure
1977,Dipodomys,merriami,38,Spectab exclosure
1977,Dipodomys,spectabilis,114,Control
1977,Dipodomys,merriami,41,Control
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,134,Control
1977,Dipodomys,spectabilis,139,Rodent Exclosure
1977,Dipodomys,spectabilis,118,Control
1977,Dipodomys,ordii,41,Control
1977,Dipodomys,merriami,37,Control
1977,Dipodomys,spectabilis,127,Control
1977,Dipodomys,spectabilis,120,Control
1977,Dipodomys,spectabilis,115,Control
1977,Dipodomys,merriami,40,Control
1977,Dipodomys,spectabilis,114,Control
1977,Dipodomys,merriami,37,Control
1977,Dipodomys,merriami,46,Control
1977,Dipodomys,spectabilis,149,Control
1977,Dipodomys,merriami,38,Control
1977,Dipodomys,spectabilis,127,Control
1977,Dipodomys,merriami,36,Control
1977,Dipodomys,merriami,41,Control
1977,Dipodomys,merriami,44,Control
1977,Dipodomys,spectabilis,138,Control
1977,Dipodomys,spectabilis,110,Control
1977,Dipodomys,spectabilis,110,Control
1977,Dipodomys,merriami,37,Control
1977,Dipodomys,spectabilis,121,Control
1977,Dipodomys,merriami,43,Rodent Exclosure
1978,Dipodomys,merriami,43,Short-term Krat Exclosure
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,merriami,36,Short-term Krat Exclosure
1978,Dipodomys,merriami,38,Control
1978,Dipodomys,spectabilis,122,Spectab exclosure
1978,Dipodomys,ordii,42,Spectab exclosure
1978,Dipodomys,merriami,46,Spectab exclosure
1978,Dipodomys,merriami,38,Control
1978,Dipodomys,merriami,48,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,merriami,35,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,36,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,117,Spectab exclosure
1978,Dipodomys,merriami,37,Control
1978,Dipodomys,spectabilis,122,Short-term Krat Exclosure
1978,Dipodomys,merriami,43,Spectab exclosure
1978,Dipodomys,merriami,42,Short-term Krat Exclosure
1978,Dipodomys,merriami,45,Control
1978,Dipodomys,merriami,40,Control
1978,Dipodomys,merriami,37,Control
1978,Dipodomys,spectabilis,117,Control
1978,Dipodomys,merriami,40,Control
1978,Dipodomys,merriami,40,Spectab exclosure
1978,Dipodomys,spectabilis,132,Control
1978,Dipodomys,merriami,36,Spectab exclosure
1978,Dipodomys,spectabilis,150,Control
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,merriami,40,Control
1978,Dipodomys,spectabilis,126,Control
1978,Dipodomys,spectabilis,122,Control
1978,Dipodomys,spectabilis,136,Control
1978,Dipodomys,spectabilis,116,Control
1978,Dipodomys,merriami,38,Control
1978,Dipodomys,merriami,39,Control
1978,Dipodomys,spectabilis,135,Spectab exclosure
1978,Dipodomys,merriami,46,Control
1978,Dipodomys,spectabilis,133,Control
1978,Dipodomys,spectabilis,136,Control
1978,Dipodomys,spectabilis,141,Short-term Krat Exclosure
1978,Dipodomys,merriami,38,Short-term Krat Exclosure
1978,Dipodomys,merriami,35,Control
1978,Dipodomys,spectabilis,135,Rodent Exclosure
1978,Dipodomys,merriami,33,Short-term Krat Exclosure
1978,Dipodomys,merriami,51,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,122,Rodent Exclosure
1978,Dipodomys,merriami,33,Short-term Krat Exclosure
1978,Dipodomys,merriami,47,Short-term Krat Exclosure
1978,Dipodomys,merriami,49,Short-term Krat Exclosure
1978,Dipodomys,merriami,46,Short-term Krat Exclosure
1978,Dipodomys,merriami,45,Rodent Exclosure
1978,Dipodomys,merriami,41,Control
1978,Dipodomys,spectabilis,157,Control
1978,Dipodomys,merriami,51,Short-term Krat Exclosure
1978,Dipodomys,merriami,38,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,45,Control
1978,Dipodomys,merriami,52,Control
1978,Dipodomys,merriami,50,Spectab exclosure
1978,Dipodomys,merriami,51,Control
1978,Dipodomys,spectabilis,126,Spectab exclosure
1978,Dipodomys,merriami,39,Short-term Krat Exclosure
1978,Dipodomys,merriami,40,Control
1978,Dipodomys,merriami,41,Control
1978,Dipodomys,merriami,46,Short-term Krat Exclosure
1978,Dipodomys,merriami,39,Rodent Exclosure
1978,Dipodomys,merriami,42,Control
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,39,Control
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,spectabilis,NA,Rodent Exclosure
1978,Dipodomys,spectabilis,124,Control
1978,Dipodomys,spectabilis,114,Rodent Exclosure
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,merriami,48,Control
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,spectabilis,132,Control
1978,Dipodomys,spectabilis,137,Control
1978,Dipodomys,merriami,39,Control
1978,Dipodomys,merriami,56,Rodent Exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,spectabilis,154,Control
1978,Dipodomys,merriami,49,Long-term Krat Exclosure
1978,Dipodomys,merriami,44,Short-term Krat Exclosure
1978,Dipodomys,merriami,35,Short-term Krat Exclosure
1978,Dipodomys,merriami,36,Control
1978,Dipodomys,merriami,39,Spectab exclosure
1978,Dipodomys,spectabilis,133,Control
1978,Dipodomys,merriami,50,Long-term Krat Exclosure
1978,Dipodomys,merriami,43,Spectab exclosure
1978,Dipodomys,merriami,40,Long-term Krat Exclosure
1978,Dipodomys,merriami,45,Short-term Krat Exclosure
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,spectabilis,144,Spectab exclosure
1978,Dipodomys,merriami,46,Rodent Exclosure
1978,Dipodomys,merriami,48,Rodent Exclosure
1978,Dipodomys,merriami,45,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,133,Control
1978,Dipodomys,merriami,40,Control
1978,Dipodomys,spectabilis,128,Spectab exclosure
1978,Dipodomys,spectabilis,153,Control
1978,Dipodomys,merriami,53,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,merriami,43,Short-term Krat Exclosure
1978,Dipodomys,merriami,42,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,146,Spectab exclosure
1978,Dipodomys,spectabilis,122,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,137,Rodent Exclosure
1978,Dipodomys,spectabilis,131,Control
1978,Dipodomys,spectabilis,125,Rodent Exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,spectabilis,69,Rodent Exclosure
1978,Dipodomys,spectabilis,141,Control
1978,Dipodomys,spectabilis,138,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,spectabilis,124,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,43,Control
1978,Dipodomys,merriami,45,Rodent Exclosure
1978,Dipodomys,merriami,46,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,43,Rodent Exclosure
1978,Dipodomys,merriami,49,Rodent Exclosure
1978,Dipodomys,merriami,47,Rodent Exclosure
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,NA,Rodent Exclosure
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,spectabilis,152,Control
1978,Dipodomys,merriami,44,Short-term Krat Exclosure
1978,Dipodomys,merriami,48,Long-term Krat Exclosure
1978,Dipodomys,merriami,44,Long-term Krat Exclosure
1978,Dipodomys,merriami,49,Short-term Krat Exclosure
1978,Dipodomys,merriami,45,Long-term Krat Exclosure
1978,Dipodomys,merriami,51,Spectab exclosure
1978,Dipodomys,ordii,57,Control
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,134,Control
1978,Dipodomys,merriami,44,Spectab exclosure
1978,Dipodomys,merriami,48,Long-term Krat Exclosure
1978,Dipodomys,spectabilis,146,Spectab exclosure
1978,Dipodomys,merriami,37,Short-term Krat Exclosure
1978,Dipodomys,merriami,46,Long-term Krat Exclosure
1978,Dipodomys,spectabilis,110,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Spectab exclosure
1978,Dipodomys,spectabilis,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Spectab exclosure
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,spectabilis,NA,Spectab exclosure
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Spectab exclosure
1978,Dipodomys,spectabilis,NA,Control
1978,Dipodomys,spectabilis,NA,Spectab exclosure
1978,Dipodomys,spectabilis,NA,Spectab exclosure
1978,Dipodomys,spectabilis,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Spectab exclosure
1978,Dipodomys,merriami,NA,Control
1978,Dipodomys,merriami,NA,Short-term Krat Exclosure
1978,Dipodomys,merriami,26,Control
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,merriami,NA,Rodent Exclosure
1978,Dipodomys,merriami,48,Rodent Exclosure
1978,Dipodomys,merriami,39,Rodent Exclosure
1978,Dipodomys,merriami,44,Rodent Exclosure
1978,Dipodomys,merriami,45,Rodent Exclosure
1978,Dipodomys,merriami,36,Control
1978,Dipodomys,merriami,51,Control
1978,Dipodomys,merriami,45,Control
1978,Dipodomys,merriami,47,Control
1978,Dipodomys,spectabilis,90,Control
1978,Dipodomys,merriami,49,Control
1978,Dipodomys,spectabilis,131,Control
1978,Dipodomys,spectabilis,114,Rodent Exclosure
1978,Dipodomys,merriami,42,Control
1978,Dipodomys,spectabilis,148,Control
1978,Dipodomys,spectabilis,76,Rodent Exclosure
1978,Dipodomys,spectabilis,141,Rodent Exclosure
1978,Dipodomys,merriami,42,Control
1978,Dipodomys,spectabilis,121,Control
1978,Dipodomys,merriami,44,Control
1978,Dipodomys,ordii,55,Control
1978,Dipodomys,spectabilis,133,Control
1978,Dipodomys,spectabilis,142,Control
